,description,name,url
13,"
DataValue Consulting est un acteur indépendant du Conseil, spécialisé dans la chaîne de valeur des données. A la fois stratèges, scientifiques, architectes et intégrateurs, nous transformons votre data en performance pure, avec talent et passion.
Nos clients nous choisissent pour nos expertises data et métiers. Ils nous confient leurs gisements de données, car ils préfèrent l’apport de valeur ciblé à une démarche généraliste.
Artisan de vos projets, DataValue Consulting vous apporte plus qu’une expertise : nous vous délivrons un accompagnement personnalisé sur toute la chaîne de valeur de la data. 
",DataValue Consulting,https://www.datavalue-consulting.com
14,"
Denodo est le leader de la virtualisation des données - une technologie agile et de haute performance d’intégration, d’abstraction et de services de données en temps réel. La virtualisation des données permet un accès unifié à un large éventail de sources de données (d’entreprise, big data, cloud et non structurées), à un coût inférieur de moitié à celui de l'intégration de données traditionnelle. Les clients de Denodo issus de tous secteurs ont gagné en agilité métier et augmenté leur retour sur investissement de manière significative en permettant un accès simplifié, plus rapide et unifié aux données d’entreprise pour les besoins en BI agile, big data analytics, intégration web et cloud, applications de vue unique et services de données d’entreprise. Fondée en 1999, Denodo est une société privée, solidement financée et rentable. Pour plus d'informations, visitez www.denodo.com/fr
",Denodo,http://www.denodo.com/fr
15,"
Denodo est le leader de la virtualisation des données - une technologie agile et de haute performance d’intégration, d’abstraction et de services de données en temps réel. La virtualisation des données permet un accès unifié à un large éventail de sources de données (d’entreprise, big data, cloud et non structurées), à un coût inférieur de moitié à celui de l'intégration de données traditionnelle. Les clients de Denodo issus de tous secteurs ont gagné en agilité métier et augmenté leur retour sur investissement de manière significative en permettant un accès simplifié, plus rapide et unifié aux données d’entreprise pour les besoins en BI agile, big data analytics, intégration web et cloud, applications de vue unique et services de données d’entreprise. Fondée en 1999, Denodo est une société privée, solidement financée et rentable. Pour plus d'informations, visitez www.denodo.com/fr
",Denodo EURL,http://www.denodo.com/
16,"
Created in 2006, Ekimetrics is a global consultancy, pioneer & leader in Data Science. With 200 Data Scientists, all consultants, worldwide (Paris, London, NY, HK and Dubai), we lead projects in 50+ countries, in various industries (automotive, luxury, FMCG, retail, etc.).
Our mission is to help companies build new world-class data and analytics capabilities, which enables our clients to power-up their revenue strategy or business model thanks to data.
Our difference lies in an integrated approach to performance, and in the desire to reaffirm the value of understanding the business lines, which we believe is at the heart of transforming data into new business assets.
 
Key figures:

12 years experience in Data Science
+200 consultants, all are also data scientists
5 offices in Paris, London, New York, Hong Kong & Dubai
+350 clients (CAC40, Fortune500)
+€1Bn profit generated for our clients since our creation

",Ekimetrics,https://www.ekimetrics.com
17,"
Ellipsys est un éditeur logiciel luxembourgeois 
Nous travaillons dans le domaine de l'""Analytics""
openAudit, notre logiciel, scanne les systèmes Analytics en continue, et permet  :
1- de comprendre de façon fine comment fonctionne un système hérité, même hyper volumineux, complexe...depuis les sources opérationnelles jusqu'à la couche reporting.
2- de simplifier massivement un système hérité trop volumineux, lent, cher.... 
Ainsi il devient possible de donner un second souffle à son architecture Analytics en place. et de migrer efficacement vers le Cloud / vers les architectures Big Data... etc. 
",Ellipsys,http://ellipsys-bi.com
18,"
L’ENSIIE : Au cœur des enjeux contemporains
L’ENSIIE (Ecole Nationale d'Informatique pour l'Industrie et l'Entreprise) est une des plus anciennes écoles délivrant le diplôme d’ingénieur en informatique. Depuis sa création, en 1968, l’ENSIIE a formé plus de 4000 ingénieurs qui irriguent tous les secteurs des entreprises.
La formation, organisée autour du triptyque Mathématiques, Informatique et Organisation des Entreprises, garde toute son originalité en répondant à des emplois de hauts niveaux et variés dans tous les secteurs des entreprises et de l’industrie (système d’information, informatique décisionnelle, finance, big data, génie logiciel,).
L’ENSIIE possède son Cluster, le C-19, sur les jeux vidéo et les interactions numériques qui conjugue recherche, formation et culture avec la filière JIN (jeux vidéo) et les arts numériques.
Depuis 2014, l’ENSIIE est partenaire de la COMUE Paris Saclay au même titre que les grandes écoles du site (avec 11 masters co-opérés).
Proche des entreprises, avec plus de 11 mois de stages, l’ENSIIE délivre également un diplôme d’ingénieur en apprentissage et accueille plus de 30 « apprentis » par an.
",ENSIIE,http://www.ensiie.fr/
19,,Expertime,https://www.expertime.com/
20,"
The ForePaaS end-to-end platform allows you to build, deploy, scale applications and algorithms, on any cloud.
Based in Paris & San Francisco ForePaaS help corporates such as Total, Vinci, Veolia, Saint-Gobain, SK Group to accelerate their data driven strategy. 
In 2019 ForePaaS platform has been labelled Cool Vendor by Gartner in AI Core Technologies. 
 
 
",ForePaaS,http://www.forepaas.com
21,"
Hewlett Packard Enterprise est une entreprise leader dans l’industrie des technologies qui permet à ses clients d'aller plus loin, plus vite. Avec l’offre la plus complète du marché, allant du cloud computing, aux datacenters en passant par les solutions d'analyses / I.A, nos technologies et nos services aident nos clients à travers le monde à améliorer l’efficacité, la performance et la sécurité de leurs systèmes d’information.
",Hewlett Packard Entreprise,https://www.hpe.com/fr/fr/home.html
22,"
Humans4help is a value-added consulting firm specialized in three strategic areas :

Enterprise Service Management : We support you in all stages of digitizing your services. We offer a customized service to our client to get efficiently leverage and optimize all your IT and business processes.
	 
Robotic Process Automation : We offer secure automation of your business and IT processes with guarrantee result:
	ROI > 400 %
	Time saving of > 80 %
	Compliance > 95 %
	 
And Fraud Management/IA Accessible through API : Humans4help is thrilled about its strong technology. Combine the automation and AI allows H4H to detect fraud documents and signatures in real time.

 
H4H supports its customers in their digital transformations for a better knowledge of their business processes by bringing their business expertise.
With a presence of more than 60 employees in France, Africa (Dakar), UK and North America, we analyze with our customers their processes through tools like Process Mining to make business data operational speak to improve their organizations through RPA and AI.
",Humans4Help,http://www.humans4help.com
23,"
IVIDATA - An Artificial Intelligence Company
Après 5 ans d'existence et 450 employés (et plus de 600 employés d'ici fin 2019 !), IVIDATA a construit un véritable pôle technologique dans les domaines du Big Data et de l'Intelligence Artificielle.
En interne, ses trois labels (IviWell, IviAcademy, IviBrain) lui permettent d’offrir un véritable développement professionnel à tous ses employés.
IVIDATA, entreprise où il fait bon travailler : l'innovation, le bien-être et l'excellence sont ses trois piliers.
",IVIDATA,https://ividata.com/
24,"
Kairntech Sherpa: How to benefit from powerful Machine Learning methods without programming.

The Sherpa makes training and using modern AI possible for domain experts, i.e for people who know their data and their use case, but who have no time to write code. Using the Sherpa you don't have to be a Java- or Python- wizzard anymore to build your own analysis modules for your next Machine Learning project. 

Simple and intuitive, requiring no programming expertise, Kairntech Sherpa allows you to:

Quickly create your own training datasets from unstructured content (text, audio, etc.),
Build learning models based on Machine Learning and evaluate them,
Deploy these models and combine them with knowledge bases.

",Kairntech,https://www.kairntech.com/
25,"
La Javaness, the AI accelerator
La Javaness est le leader sur le marché français de l'IA pour les entreprises.

Accélérateur de transformation digitale, nous sommes convaincus que l'IA impactera l'ensemble des processus métier des grandes organisations.
Notre ambition est de déployer l'IA à grande échelle au sein des grandes organisations publiques et privées en Europe. Depuis notre lancement en 2015, nous sommes devenus le partenaire IA de référence de l'AMF, LCL, Banque de France ou encore Pôle Emploi.
Nous avons investi plus de 10 000 J/H de R&D dans le développement de nos solutions Otto, Predictor et GED-i. Notre plateforme IA nous permet de déployer une réponse à n'importe quelle problématique métier en moins de 3 mois.
",La Javaness,https://lajavaness.com/
26,"
Nous construisons des solutions d'Intelligence Augmentée agiles pour répondre aux enjeux prioritaires et servir la stratégie des acteurs du retail :

Nous accompagnons les équipes dans le change management


Nous définissions ensemble les meilleurs KPIs pour répondre à vos enjeux particuliers


Nous adaptons nos solutions à vos besoins, contraintes et processus

Notre plateforme de pilotage et décisionnelle lancée en 2019 accélère la prise de décision data sur les leviers des achats, du category management : assortiment, merchandising, promotion, pricing, et du CRM.
Nous sommes partenaires Microsoft Azure, BPI et Wilco Retail. Nous avons été identifiés par LSA parmi ""les 30 retailtech à suivre en 2019"" (juillet 2019) et par la BPI parmi ""les startup qui révolutionnent le retail"" (juin 2019).
",Memory,http://inthememory.com
27,"
Partenaire de la société numérique française, Microsoft s’engage auprès de ceux qui contribuent chaque jour à sa dynamique pour la rendre plus ouverte et inclusive. Explorez quelques-unes de nos initiatives.
",Microsoft France,https://azure.microsoft.com/fr-fr/
28,"
 
La base de données pour
les applications modernes
MongoDB est une base de données distribuée, universelle et basée sur des documents, qui a été conçue pour les développeurs d'applications modernes et pour l'ère du Cloud. Aucune autre base de données n'offre une telle productivité.
",MongoDB,http://www.mongodb.com
29,"
Opendatasoft is the data sharing platform teams use to access, reuse and share data that grows business.
",Opendatasoft,http://www.opendatasoft.com
30,"
Dans un contexte de globalisation de l’information où l’appréhension des risques et des opportunités repose sur les données elles-mêmes mais aussi et surtout sur leurs interconnexions, oppScience innove en proposant des solutions de valorisation de la donnée reposant sur des algorithmes d’Intelligence Artificielle (Machine Learning et Traitement Automatique du Langage) permettant d’en extraire la valeur et la puissance d’une base de graphe pour les mettre en relation. Ces solutions accélèrent la compréhension de volumes d’information très importants dans des temps très courts en tenant compte des contextes d’usages. Les utilisateurs sont donc à-même de découvrir les informations essentielles et de prendre les décisions requises.
In the information globalization era, where the ability to foresee risks and opportunities rests not only within data itself but also and especially the relationships between data points, oppScience innovates by proposing data leverage solutions built upon Artificial Intelligence (Machine Learning and Automatic Language Processing) algorithms to generate insight, and a graph database to harness the power of data connections. These solutions accelerate the comprehension of vast volumes of information within a short timeframe, in a variety of user contexts. This empowers users to unearth the information they need to make essential decisions.
",oppScience,http://www.oppsience.com
31,"
We are developing an AI to help predict IT incidents and reduce MTTR by up to 50%
",PacketAI,https://packetai.co/
32,"
Qlik libère le potentiel de vos données. Qlik s’est donné pour mission la création d’un monde « data-literate » où chacun peut utiliser les données pour relever ses plus grands défis. Seule la plateforme d’analyse et de gestion des données de bout en bout de Qlik réussit à rassembler toutes les données d’une organisation, quelle que soit leur source, et permet à tous les collaborateurs d’exercer leur curiosité et de découvrir de nouveaux enseignements.
La technologie associative innovante de Qlik libère des contraintes des outils basés sur les requêtes. Le moteur associatif Qlik associe toutes les données et permet de les explorer librement quel que soit l'axe d'analyse, et de façon exhaustive. C'est ce qui fait l'Associative Difference™. Grâce à cette vue complète de leur activité, les entreprises peuvent mieux planifier, mieux gérer la complexité et définir des plans d’actions efficaces.
",Qlik,https://www.qlik.com/fr-fr/
33,"
Qualitadd, éditeur de solutions digitales innovantes de gouvernance des données, conforme aux réglementations.
",QualitAdd,http://www.qualitadd.com/
34,"
Redis Labs is the home of Redis, the world’s most popular in-memory database, and commercial provider of Redis Enterprise that delivers superior performance, matchless reliability and unparalleled flexibility for personalization, machine learning, IoT, search, ecommerce, social and metering solutions worldwide.
",RedisLab,http://www.redislabs.com
35,"
Ryax Technologies est une start-up tech Française co-fondée par 3 ingénieurs/chercheurs en gestion de ressources dans les supercalculateurs HPC (High Performance Computing). Conscient que le besoin de traiter des données chaudes (stream data) au sein d’infrastructures hybrides de plus en plus complexes (edge-cloud), Ryax Technologies a développé une plateforme destinée aux professionnels souhaitant tirer un maximum de valeur de leurs données, en automatisant l’exécution de leurs calculs de data science et en simplifiant la gestion de leurs infrastructures hybrides.
 
Ryax industrialise votre Data Science du edge au cloud.
 
85% des projets de data science n’atteignent pas la production.
Car la mise en production des chaines de traitement de données (workflows) est trop laborieuse, notamment lorsque l’infrastructure est elle-même complexe (On-Premise, Edge, Cloud) et que les traitements portent sur des flux de données chaudes (fast data). 

Ryax permet aux équipes data de construire leurs pipelines de traitement en quelques clics via une interface claire et puissante.
Ryax gère nativement les problématiques de stream processing (traitements fast data on-the-fly, reprise sur erreur, alerting…) et intègre des stream processors pré-construits et configurables.
Ryax est conçu pour se déployer sur des infrastructures hybrides Edge-to-Fog-to-Cloud complexes.
Le Ryax Store fournit des dizaines d’intégrations métier (business apps, IoT protocols, databases…) et frameworks de développement (Spark, TensorFlow…).

",Ryax Technologies,https://ryax.tech/
36,"
Search Guard® - Sécurité pour Elasticsearch.
Search Guard® est une suite de sécurité Open Source pour Elasticsearch et l'ensemble de la pile ELK qui offre des fonctions de chiffrement, d'authentification, d'autorisation, de journalisation des audits, de multilocation et de conformité.
Search Guard® vous donne un contrôle total de sécurité sur votre environnement Elasticsearch. Que vous souhaitiez simplement crypter les données en transit, authentifier les utilisateurs par rapport à Active Directory, utiliser les jetons Web Kerberos ou JSON pour la connexion unique ou surveiller et enregistrer les tentatives d'accès malveillant, Search Guard est votre solution à guichet unique.
Disponible en plusieurs éditions :
Community Edition : Vos besoins les plus élémentaires en matière de sécurité sont couverts, gratuitement.
Enterprise Edition : Pour les environnements de productions de n'importe quelle taille ou complexité.
Compliance Edition : Vous aide à vous conformer à la réglementation sur la protection des données. (RGPD, PCI/DSS, HDS...etc)
Vos principaux avantages :

Entièrement Open Source et Open Code (licence Apache 2.0)
Licence de Cluster ELK de Production sans aucune limitation du nombre de Nodes. Tous les Clusters ELK non productifs sont gratuits.
Sécurité & Conformité : Search Guard fonctionne sur des clusters de production à grande échelle et protège les données sensibles dans les secteurs de la finance, de la santé, de la pharmacie, de l'aviation, des télécommunications, et de la sécurité des agences du renseignement.
Références Fortune 500

Le code complet de Search Guard™ a toujours été et restera toujours librement accessible, car pour nous, le logiciel de sécurité doit être open source par défaut. Vous devez pouvoir examiner, vérifier et compiler personnellement le code, cette opération constituant une partie essentielle et sensible de votre installation.
Nous avons récemment annoncé Signals, notre nouvelle solution d'alerte pour la pile ELK. Signals offre des fonctions d'alerte avancées pour détecter les anomalies dans vos données et permet d'envoyer des alertes sur différents canaux et niveaux d'escalade. Signals s'intègre parfaitement avec Search Guard et l'ensemble de la pile Elastic.
Pour plus d'informations, nous sommes sur le Stand B93
",Search Guard,https://search-guard.com/
37,"
Nous sommes une Société de Conseils et de Réalisations en Data Science. Nous développons des Intelligences Artificielles basées sur des modèles mathématiques et statistiques sophistiqués qui adressent des problématiques d’entreprises.
Parce que la Data Science et l’Intelligence Artificielle ne sont pas une question d’achat de technologies, la méthode See-d amène nos clients à progresser dans leur maîtrise à la vitesse qui leur semble optimale. Elle part de leur connaissance métier et de leurs données
",See-d,https://www.see-d.fr
38,"
Plus d’un million d’utilisateurs dans plus de 1 300 organisations dans le mondes’appuient sur l’offre unique de Signavio pour intégrer les processus à leur ADN. LaSignavio Business Transformation Suite permet aux entreprises de grande et moyennetaille d’explorer, modéliser, surveiller, gérer et maintenir leurs processus métier. La Suite intelligente répond à la transformation digitale, à l’excellence opérationnelle et place le client au cœur des activités des plus grandes organisations internationales. Installée àBerlin et avec des bureaux aux États-Unis, au Royaume-Uni, en France, au Pays-Bas,en Suisse, à Singapour et en Australie, Signavio est bien placée pour offrir des serviceslocaux à l’échelle mondiale. Pour plus d’informations, rendez-vous surwww.signavio.com/fr
",Signavio,http://www.signavio.com
39,"
Sinequa est un éditeur de logiciel indépendant spécialisé dans la recherche et l’analyse de données, basées sur les technologies de l’IA, pour les entreprises du Global 2000 et les grandes administrations.
Grâce à ses capacités de machine learning, deep learning et de traitement automatique du langage naturel (NLP), Sinequa transforme les données brutes de ses clients en informations pertinentes, leur permettant ainsi de prendre des décisions éclairées.
Reconnu comme un leader mondial du marché dans le rapport « 2018 Magic Quadrant for Insight Engines » de Gartner et le rapport « Forrester Wave™ : Cognitive Search & Knowledge Discovery Solutions Q2 2019 », Sinequa développe son expertise et son activité à travers le monde grâce à un vaste réseau de partenaires et d’alliances technologiques.
Sinequa is an independent software vendor providing an AI-Powered Search & Analytics platform for Global 2000 companies and government agencies that connects people with the information, expertise and insights necessary for organizations to become information-driven. For Sinequa customers, this means actionable information presented in context to surface insights, inform decisions, and elevate productivity.
 
",Sinequa,http://www.sinequa.com/
40,"
Snowflake est la seule solution de data warehouse conçue pour le Cloud qui vous permet d’accéder à des capacités de calcul illimitées afin de traiter toutes vos données pour tous vos utilisateurs. La technologie de Snowflake combine la puissance des Data Warehouses traditionnels, la flexibilité des plateformes Big Data, l’élasticité du Cloud, pour une fraction du coût des solutions traditionnelles.
",Snowflake,http://www.snowflake.com
41,"
Tech Lab, SoyHuCe accompagne ses clients en proposant une offre adéquate et complète, de la mise en œuvre de la stratégie data/digitale au développement de solutions logicielles/algorithmes sur mesure.

La démarche de SoyHuCe se décline en 3 expertises : 

Le conseil et accompagnement en transformation digitale ;
Un laboratoire R&D en algorithmie & data science ;
Le déploiement d’architectures et l'édition de logiciels. 

 
Se positionnant sur le marché du Big Data comme un valorisateur de données, SoyHuCe a conçu OctoData. Plateforme prête à l'emploi et dédié au traitement des données massives, OctoData permet d'orchestrer des technologies Big Data innovantes.
Avec OctoData il est possible de couvrir un maximum de cas d’usage, de stocker une quantité et une variété de données grandissantes, de capter des flux d’informations et de les exploiter rapidement pour obtenir l’information désirée au bon moment. Son atout : le superviseur qui offre une gestion centrale.
",SoyHuCe,http://www.soyhuce.fr/
42,"
Synaltic se positionne comme le spécialiste de la data, depuis maintenant 15 ans ; notamment par son savoir-faire, sa maîtrise des technologies open source de management de données, ses capacités de R&D et ses choix de partenaires dès leur plus jeune âge. (Tableau, Talend, Trifacta, Elastic, AWS, Cloudera, Dremio, Knowage)
Grâce à une expertise éprouvée et des collaborateurs certifiés, la #Synalteam accompagne ses clients dans toutes les étapes de la valorisation de leurs données et compte plus de 250 projets réalisés. 
Synaltic est un véritable artisan de la donnée avec des valeurs indissociables telles que le partage, la curiosité, la polyvalence, l’innovation et la durabilité.
",Synaltic,https://www.synaltic.fr/
43,,Umanis,http://www.umanis.com/
44,"
Votre cabinet de conseil en stratégie, économie et data science
La mission de Veltys est d’être le partenaire des entreprises qui veulent appuyer leur stratégie sur l’intelligence des données et la théorie économique, et transformer leur manière de penser pour créer de la valeur.
Grâce à l’alliance de l’économie et de la data science, et à la synergie entre recommandations stratégiques et excellence opérationnelle, nous travaillons main dans la main avec nos clients pour poser les bonnes questions, et construire ensemble des solutions fortes et pérennes. 
 
Le lien particulier que Veltys entretient avec la recherche scientifique en économie et en statistique nous permet d’être toujours à la pointe de l’innovation. Nous inventons ainsi de nouveaux modèles économiques, et développons des relations de long terme avec nos clients, notamment par la co-création de start-ups, telles que VIOOH et Upply.
Nous travaillons auprès des directions générales de grands groupes français et internationaux dans de nombreux secteurs, comme le retail, la santé, le sport, les médias ou la logistique.
",Veltys,http://veltys.com
